name,price,link,location,date,saler type,rooms,live area,kitchen area,area,floor,floor max,building type,layout,bathroom,furnished,ceiling height,near by,repair,commission,Year of construction,appartament has
Chilonzor Novza metroga 400 metr,5654682.0,https://www.olx.uz/d/obyavlenie/chilonzor-novza-metroga-400-metr-ID40Ue0.html,Чиланзарский район,Сегодня в 20:09,Бизнес,2,46.50 м²,10 м²,58.50,2,4,Кирпичный,Раздельная,Раздельный,Да,3.10,"Развлекательные заведения, Остановки, Школа, Супермаркет, магазины, Рестораны, кафе, Детская площадка, Парк, зелёная зона, Детский сад, Больница, поликлиника, Стоянка",Евроремонт,Нет,1990 - 2000,"Кабельное ТВ, Телевизор, Телефон, Балкон, Стиральная машина, Кондиционер, Холодильник, Интернет, Кухня"
Chilonzor Mediapark Yonidagi,5026384.0,https://www.olx.uz/d/obyavlenie/chilonzor-mediapark-yonidagi-ID40McB.html,Чиланзарский район,Сегодня в 20:09,Бизнес,2,48 м²,10.50 м²,56.50,4,9,Кирпичный,Раздельная,Совмещенный,Да,3.10,"Рестораны, кафе, Детский сад, Стоянка, Остановки, Больница, поликлиника, Супермаркет, магазины, Парк, зелёная зона, Школа, Развлекательные заведения, Детская площадка",Евроремонт,Нет,1980 - 1989,"Кухня, Телевизор, Балкон, Кондиционер, Интернет, Кабельное ТВ, Телефон, Стиральная машина, Холодильник"
Shoyxontohur Rivera Navastroyka Ijaraga,5654682.0,https://www.olx.uz/d/obyavlenie/shoyxontohur-rivera-navastroyka-ijaraga-ID42LQu.html,Шайхантахурский район,Сегодня в 20:09,Бизнес,2,40 м²,10 м²,48,5,9,Кирпичный,Раздельная,Раздельный,Да,3.05,"Развлекательные заведения, Остановки, Школа, Супермаркет, магазины, Рестораны, кафе, Детская площадка, Парк, зелёная зона, Детский сад, Больница, поликлиника, Стоянка",Евроремонт,Нет,2017,"Кабельное ТВ, Телевизор, Телефон, Балкон, Стиральная машина, Кондиционер, Холодильник, Интернет, Кухня"
Chilonzor Zamin Navastroyka,5654682.0,https://www.olx.uz/d/obyavlenie/chilonzor-zamin-navastroyka-ID42PHL.html,Чиланзарский район,Сегодня в 20:08,Бизнес,2,58 м²,15 м²,65.50,4,6,Кирпичный,Раздельная,Раздельный,Да,3.20,"Больница, поликлиника, Школа, Детская площадка, Детский сад, Остановки, Парк, зелёная зона, Развлекательные заведения, Рестораны, кафе, Стоянка, Супермаркет, магазины",Евроремонт,Нет,2016,"Интернет, Телефон, Холодильник, Телевизор, Кондиционер, Кабельное ТВ, Стиральная машина, Кухня, Балкон"
2х комнатная Сергели,4398086.0,https://www.olx.uz/d/obyavlenie/2h-komnatnaya-sergeli-ID450ds.html,Сергелийский район,Сегодня в 20:07,Бизнес,2,,,70,8,16,Монолитный,,Раздельный,Да,,,,Да,,
Srochna arendaga beriladi iwhonaga,3769788.0,https://www.olx.uz/d/obyavlenie/srochna-arendaga-beriladi-iwhonaga-ID44Sc7.html,Алмазарский район,Сегодня в 18:30,Частное лицо,3,120 м²,20 м²,120,1,1,Кирпичный,Раздельная,Раздельный,Да,3,"Больница, поликлиника, Школа, Детская площадка, Детский сад, Остановки, Парк, зелёная зона, Развлекательные заведения, Рестораны, кафе, Стоянка, Супермаркет, магазины",Средний,Нет,2001 - 2010,
Тошкент Юнусобод-2 Хонсаройдан 2-хоналик квартира ижара берилади,6534299.0,https://www.olx.uz/d/obyavlenie/toshkent-yunusobod-2-honsaroydan-2-honalik-kvartira-izhara-beriladi-ID441DB.html,Юнусабадский район,Сегодня в 11:54,Бизнес,2,42 м²,16 м²,50,8,9,Кирпичный,Студия,Совмещенный,Да,320,,Евроремонт,Нет,2017,"Интернет, Холодильник, Телевизор, Кондиционер, Стиральная машина, Кухня, Балкон"
Лабзак Малика 1-комнатная /2/2 с мебелью техникой,3518469.0,https://www.olx.uz/d/obyavlenie/labzak-malika-1-komnatnaya-2-2-s-mebelyu-tehnikoy-ID42UBq.html,Шайхантахурский район,Сегодня в 11:00,Бизнес,1,,,30,2,2,Кирпичный,,,Да,,,Евроремонт,Да,,
Аренда Премиум Квартира на Дархан!,12565960.0,https://www.olx.uz/d/obyavlenie/arenda-premium-kvartira-na-darhan-ID44IOx.html,Мирзо-Улугбекский район,Сегодня в 20:07,Бизнес,2,,,91,6,9,Кирпичный,Студия,2 санузла и более,Да,,,Евроремонт,Да,,"Интернет, Холодильник, Телевизор, Кондиционер, Кабельное ТВ, Стиральная машина, Кухня, Балкон"
Аренда на новомосковской,10681066.0,https://www.olx.uz/d/obyavlenie/arenda-na-novomoskovskoy-ID43Rxd.html,Мирзо-Улугбекский район,Сегодня в 20:04,Бизнес,3,50 м²,12 м²,72,1,4,Кирпичный,Смежно-раздельная,2 санузла и более,Да,280,"Развлекательные заведения, Остановки, Школа, Супермаркет, магазины, Рестораны, кафе, Детская площадка, Парк, зелёная зона, Детский сад, Больница, поликлиника, Стоянка",Авторский проект,Да,,"Кабельное ТВ, Телевизор, Телефон, Балкон, Стиральная машина, Кондиционер, Холодильник, Интернет, Кухня"
Сдается двухкомнатная квартира на Юнусабаде-4,6282980.0,https://www.olx.uz/d/obyavlenie/sdaetsya-dvuhkomnatnaya-kvartira-na-yunusabade-4-ID43eQn.html,Юнусабадский район,Сегодня в 20:05,Бизнес,2,,,67,6,10,Кирпичный,Раздельная,Совмещенный,Да,,,Евроремонт,Да,,"Телефон, Телевизор, Кондиционер, Стиральная машина, Интернет, Холодильник, Кабельное ТВ, Кухня"
Аренда квартира Яшнабод р н Тузель 1,3769788.0,https://www.olx.uz/d/obyavlenie/arenda-kvartira-yashnabod-r-n-tuzel-1-ID450cW.html,Яшнабадский район,Сегодня в 20:01,Бизнес,2,40 м²,12 м²,60,4,5,Панельный,Раздельная,Раздельный,Нет,280,"Детская площадка, Школа, Развлекательные заведения, Больница, поликлиника, Супермаркет, магазины, Парк, зелёная зона, Остановки, Стоянка, Детский сад, Рестораны, кафе",Средний,Да,1980 - 1989,"Кондиционер, Холодильник, Балкон, Кухня"
Чилонзор Квартира аренда 2 хонали 136147,5026384.0,https://www.olx.uz/d/obyavlenie/chilonzor-kvartira-arenda-2-honali-136147-ID43RvW.html,Чиланзарский район,Сегодня в 20:01,Бизнес,2,,,50,2,2,Кирпичный,Раздельная,Раздельный,Да,280,,Средний,Да,,
"BEZ MAKLER, 2-3 o’g’il bollaga",800000.0,https://www.olx.uz/d/obyavlenie/bez-makler-2-3-ogil-bollaga-ID3B6Od.html,Мирзо-Улугбекский район,Сегодня в 19:56,Частное лицо,3,,,70,1,9,Кирпичный,Раздельная,2 санузла и более,Да,3.50,"Рестораны, кафе, Детский сад, Стоянка, Остановки, Супермаркет, магазины, Больница, поликлиника, Школа",Авторский проект,Нет,2017,"Интернет, Телефон, Холодильник, Телевизор, Кондиционер, Кабельное ТВ, Стиральная машина, Кухня, Балкон"
2 хона Сергели,3769788.0,https://www.olx.uz/d/obyavlenie/2-hona-sergeli-ID42oId.html,Сергелийский район,Сегодня в 19:57,Бизнес,2,,,53,13,16,Монолитный,,Совмещенный,Да,,,,Да,,
Чилонзар 5 1/3/4 бл 15х3,5026384.0,https://www.olx.uz/d/obyavlenie/chilonzar-5-1-3-4-bl-15h3-ID450cj.html,Чиланзарский район,Сегодня в 19:54,Бизнес,1,,,30,3,4,,,,Да,,"Детская площадка, Школа, Развлекательные заведения, Больница, поликлиника, Супермаркет, магазины, Парк, зелёная зона, Остановки, Стоянка, Детский сад, Рестораны, кафе",,Да,,"Холодильник, Кухня, Интернет, Стиральная машина, Кондиционер, Телевизор, Балкон"
Сдается квартира на улице Махтумкули цена 500$ депозит 200$,6282980.0,https://www.olx.uz/d/obyavlenie/sdaetsya-kvartira-na-ulitse-mahtumkuli-tsena-500-depozit-200-ID44Tok.html,Бектемирский район,Сегодня в 19:49,Бизнес,1,38 м²,,40,5,9,Кирпичный,Смежно-раздельная,Совмещенный,Да,3,"Рестораны, кафе, Детский сад, Стоянка, Остановки, Супермаркет, магазины, Больница, поликлиника, Развлекательные заведения, Школа, Детская площадка",Средний,Нет,2016,"Интернет, Холодильник, Телевизор"
Owner-Собственник СРОЧНО СДАЁТСЯ Шикарный квартира Huawei,15066586.0,https://www.olx.uz/d/obyavlenie/owner-sobstvennik-srochno-sdaetsya-shikarnyy-kvartira-huawei-ID43FhB.html,Мирабадский район,Сегодня в 19:49,Бизнес,3,100 м²,10 м²,100,8,9,Панельный,Раздельная,Раздельный,Да,3,"Больница, поликлиника, Школа, Детская площадка, Детский сад, Остановки, Парк, зелёная зона, Развлекательные заведения, Рестораны, кафе, Стоянка, Супермаркет, магазины",Авторский проект,Нет,1980 - 1989,"Интернет, Телефон, Холодильник, Телевизор, Кондиционер, Кабельное ТВ, Стиральная машина, Кухня, Балкон"
Mirabad Avenue-ПЕНТХАУС! Сдается новая квартира в элит комплексе!,28901708.0,https://www.olx.uz/d/obyavlenie/mirabad-avenue-penthaus-sdaetsya-novaya-kvartira-v-elit-komplekse-ID3de0M.html,Мирабадский район,Сегодня в 15:19,Бизнес,4,,,135,8,8,Кирпичный,Раздельная,2 санузла и более,Да,3,"Школа, Супермаркет, магазины, Парк, зелёная зона, Больница, поликлиника, Стоянка, Остановки, Детский сад, Рестораны, кафе, Детская площадка, Развлекательные заведения",Авторский проект,Да,,"Телефон, Кабельное ТВ, Интернет, Кондиционер, Балкон, Телевизор, Кухня, Холодильник, Стиральная машина"
ЖК Ташкент Сити Gardens! Сдаётся квартира в элитном комплексе!,17592344.0,https://www.olx.uz/d/obyavlenie/zhk-tashkent-siti-gardens-sdaetsya-kvartira-v-elitnom-komplekse-ID3yr5h.html,Шайхантахурский район,20 июня 2025 г.,Бизнес,3,97 м²,,100,7,9,Кирпичный,Раздельная,2 санузла и более,Да,330,"Рестораны, кафе, Детский сад, Стоянка, Остановки, Больница, поликлиника, Супермаркет, магазины, Парк, зелёная зона, Школа, Развлекательные заведения, Детская площадка",Авторский проект,Да,,"Кухня, Телевизор, Балкон, Кондиционер, Интернет, Кабельное ТВ, Телефон, Стиральная машина, Холодильник"
